OBA_ID	Sample_ID	Station	Depth	Size fraction	Latitude	Longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
529	TARA_N000001932	TARA_121	SRF	[>0.8µm]	-23.073	-135.018	TARA_121_SRF_0.8->	TARA_121	ERS492628	ERR1879878|ERR1879856	SAMEA2622646	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001932	2011-07-09T17:47	-421	24.232737	36.4614	24.67895	8.6522	0	5		201.681	0	0.000143514	0.005373305	0.019962937	0.036123096					0	0	10.713179	0.0011	0	8.078638	0.005	0.169	0.04675	0.714	52	13	51	21	51	13	0.427594	0.243671					0.0006	0	0	0	0.0025	0	0.014	0	-23.073	-135.018	0	winter	early	0.033302	0.043045	0
530	TARA_N000001934	TARA_121	SRF	[20-180µm]	-23.0731	-135.018	TARA_121_SRF_20-180	TARA_121	ERS492634	ERR1755892|ERR1756319	SAMEA2731582	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001934	2011-07-09T18:45	-421	24.232737	36.4614	24.67895	8.6522	0	5		201.681	0	0.000143514	0.005373305	0.019962937	0.036123096					0	0	10.713179	0.0011	0	8.078638	0.005	0.169	0.04675	0.714	52	13	51	21	51	13	0.427594	0.243671					0.0006	0	0	0	0.0025	0	0.014	0	-23.0731	-135.018	0	winter	early	0.033302	0.043045	0
531	TARA_N000000756	TARA_067	SRF	[0.8-5µm]	-32.2401	17.7103	TARA_067_SRF_0.8-5	TARA_067	ERS490201	ERR562378|ERR1711906|ERR1711966|ERR599302	SAMEA2620988	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BENG] Benguela Current Coastal Province (MRGID:21470)	TARA_N000000756	2010-09-07T06:19	-160	13.04322	34.870735	26.28407	81.2122	1.20489	5	0.068852	252.63145	1.264607	0.000415882	0.043375768	0.060270548	0.098994337	2.7018	5070.88	673.50326538086		0.0483	2.1997	17.005393	0.07385	0.2919	8.025701					25	14	35	14	89	32	0.782904	0.863959					0.1759	0.2836	2.1997	0.1434	0.31475	0.12545	0.0749	0.0099	-32.2401	17.7103	0	winter	late	0.04459	0	1.111111
532	TARA_N000001935	TARA_121	SRF	[180-2000µm]	-23.0731	-135.018	TARA_121_SRF_180-2000	TARA_121	ERS492635	ERR1756119	SAMEA2731583	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001935	2011-07-09T19:28	-421	24.232737	36.4614	24.67895	8.6522	0	5		201.681	0	0.000143514	0.005373305	0.019962937	0.036123096					0	0	10.713179	0.0011	0	8.078638	0.005	0.169	0.04675	0.714	52	13	51	21	51	13	0.427594	0.243671					0.0006	0	0	0	0.0025	0	0.014	0	-23.0731	-135.0179	0	winter	early	0.033302	0.043045	0
533	TARA_N000002226	TARA_126	SRF	[0.8-5µm]	-11.9873	-151.05	TARA_126_SRF_0.8-5	TARA_126	ERS492961	ERR1755874	SAMEA2622858	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002226	2011-08-28T18:05	-4928	26.68965	35.961017	23.541342	227.9247	0.0416	5	31.646994	188.629	0	3.543E-6	0.011647241	0.00647922	4.039601962			43.37912940979	0.00017271430260735	0.0017	0.00415		0.00705	0		0.038	0.3585	1.7335	1.262	48	46	45	48	46	47	0.538761	0.365391					0.0052	0.00335	0.00415	0	0.0254	0	0.06705	0.0022	-11.9873	-151.05	0	winter	middle	0.01878	0.056329	0
534	TARA_N000002229	TARA_126	SRF	[>0.8µm]	-11.9873	-151.05	TARA_126_SRF_0.8->	TARA_126	ERS492959	ERR1879818|ERR1879718	SAMEA2622856	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002229	2011-08-28T18:05	-4928	26.68965	35.961017	23.541342	227.9247	0.0416	5	31.646994	188.629	0	3.543E-6	0.011647241	0.00647922	4.039601962			43.37912940979	0.00017271430260735	0.0017	0.00415		0.00705	0		0.038	0.3585	1.7335	1.262	48	46	45	48	46	47	0.538761	0.365391					0.0052	0.00335	0.00415	0	0.0254	0	0.06705	0.0022	-11.9873	-151.05	0	winter	middle	0.01878	0.056329	0
535	TARA_N000002225	TARA_126	SRF	[5-20µm]	-11.9668	-151.241	TARA_126_SRF_5-20	TARA_126	ERS492968	ERR1756104|ERR1756145	SAMEA2731706	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002225	2011-08-28T23:49	-4931	26.68965	35.961017	23.541342	454.5509	0.0416	5	31.994046	188.629	0	3.543E-6	0.011647241	0.00647922	4.039601962			44.713739395142	0.00018546304636402	0.0017	0.00415		0.00705	0		0.038	0.3585	1.7335	1.262	52	58	264	55	277	259	0.538761	0.365391					0.0052	0.00335	0.00415	0	0.0254	0	0.06705	0.0022	-11.9668	-151.2413	0	winter	late	0.01878	0.056329	0
536	TARA_N000002228	TARA_126	SRF	[20-180µm]	-11.9715	-151.188	TARA_126_SRF_20-180	TARA_126	ERS492967	ERR1756283	SAMEA2731705	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002228	2011-08-28T22:31	-4931	26.68965	35.961017	23.541342	454.5509	0.0416	5	31.994046	188.629	0	3.543E-6	0.011647241	0.00647922	4.039601962			44.267541885376	0.00018446289323038	0.0017	0.00415		0.00705	0		0.038	0.3585	1.7335	1.262	52	58	264	55	277	259	0.538761	0.365391					0.0052	0.00335	0.00415	0	0.0254	0	0.06705	0.0022	-11.9715	-151.1882	0	winter	late	0.01878	0.056329	0
537	TARA_N000002227	TARA_126	SRF	[180-2000µm]	-11.9805	-151.119	TARA_126_SRF_180-2000	TARA_126	ERS492965	ERR1756056|ERR1755999	SAMEA2731669	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002227	2011-08-28T20:28	-4928	26.68965	35.961017	23.541342	454.5509	0.0416	5	31.646994	188.629	0	3.543E-6	0.011647241	0.00647922	4.039601962			43.987096786499	0.00019991194130853	0.0017	0.00415		0.00705	0		0.038	0.3585	1.7335	1.262	75	70	129	18	363	347	0.538761	0.365391					0.0052	0.00335	0.00415	0	0.0254	0	0.06705	0.0022	-11.9805	-151.1194	0	winter	late	0.01878	0.056329	0
538	TARA_N000002237	TARA_127	DCM	[0.8-5µm]	-6.628	-152.461	TARA_127_DCM_0.8-5	TARA_127	ERS493023	ERR1756323|ERR1755960	SAMEA2622894	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002237	2011-09-01T17:38	-4835	26.960655	35.511855	23.123355	388.303	0.09978	100	0.02178	184.1395	4.30006	3.054E-6	0.019421275	0.036846063	5.954986572			46.993198394775	0.00012892634549644	0.0037	0.0013		0.0047	0		0.2045	0.56825	4.5355	1.5525	115	68	156	13	161	110	0.180959	0.569672					0.0045	0.0021	0.0013	0	0.0115	0	0.0095	0.0006	-6.628	-152.4607	0	winter	late	-0.001602	0.03885	3.222222
539	TARA_N000002233	TARA_127	DCM	[>0.8µm]	-6.628	-152.461	TARA_127_DCM_0.8->	TARA_127	ERS493022	ERR1879867|ERR1879897	SAMEA2622893	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002233	2011-09-01T17:38	-4835	26.960655	35.511855	23.123355	388.303	0.09978	100	0.02178	184.1395	4.30006	3.054E-6	0.019421275	0.036846063	5.954986572			46.993198394775	0.00012892634549644	0.0037	0.0013		0.0047	0		0.2045	0.56825	4.5355	1.5525	115	68	156	13	161	110	0.180959	0.569672					0.0045	0.0021	0.0013	0	0.0115	0	0.0095	0.0006	-6.628	-152.4607	0	winter	late	-0.001602	0.03885	3.222222
540	TARA_N000002241	TARA_127	DCM	[5-20µm]	-6.6382	-152.514	TARA_127_DCM_5-20	TARA_127	ERS493038	ERR1755974|ERR1756024	SAMEA2731982	SEQ-(500mL-or-15min)_N5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002241	2011-09-02T01:26	-5061	26.960655	35.511855	23.123355	387.5643	0.09978	100		184.1395	4.30006	3.054E-6	0.019421275	0.036846063	5.954986572			47.840389251709	0.00012937110295752	0.0037	0.0013		0.0047	0		0.2045	0.56825	4.5355	1.5525	17	74	166	19	174	173	0.180959	0.569672					0.0045	0.0021	0.0013	0	0.0115	0	0.0095	0.0006	-6.6382	-152.5141	0	winter	late	-0.001602	0.03885	3.222222
541	TARA_N000002245	TARA_127	DCM	[20-180µm]	-6.6344	-152.548	TARA_127_DCM_20-180	TARA_127	ERS493034	ERR1755927|ERR1756201	SAMEA2731938	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002245	2011-09-01T20:16	-5076	26.960655	35.511855	23.123355	392.5181	0.09978	100	0.02178	184.1395	4.30006	3.054E-6	0.019421275	0.036846063	5.954986572			47.918483734131	0.00012929354852531	0.0037	0.0013		0.0047	0		0.2045	0.56825	4.5355	1.5525	104	80	139	32	197	193	0.180959	0.569672					0.0045	0.0021	0.0013	0	0.0115	0	0.0095	0.0006	-6.6344	-152.548	0	winter	late	-0.001602	0.03885	3.222222
542	TARA_N000000746	TARA_067	SRF	[20-180µm]	-32.1745	17.6991	TARA_067_SRF_20-180	TARA_067	ERS490216	ERR599269|ERR1719319|ERR1719509|ERR562476	SAMEA2657065	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BENG] Benguela Current Coastal Province (MRGID:21470)	TARA_N000000746	2010-09-07T08:25	-161	13.04322	34.870735	26.28407	56.5509	1.20489	5	0.068852	252.63145	1.264607	0.000415882	0.043375768	0.060270548	0.098994337	2.7018	5070.88	626.49639892578		0.0483	2.1997	17.005393	0.07385	0.2919	8.025701					13	13	22	13	64	61	0.782904	0.863959					0.1759	0.2836	2.1997	0.1434	0.31475	0.12545	0.0749	0.0099	-32.1745	17.6991	0	winter	late	0.04459	0	1.111111
543	TARA_N000002249	TARA_127	DCM	[180-2000µm]	-6.633	-152.525	TARA_127_DCM_180-2000	TARA_127	ERS493030	ERR1756021|ERR1756175	SAMEA2731979	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002249	2011-09-01T19:28	-5076	26.960655	35.511855	23.123355	392.5181	0.09978	100	0.02178	184.1395	4.30006	3.054E-6	0.019421275	0.036846063	5.954986572			47.918483734131	0.00012929354852531	0.0037	0.0013		0.0047	0		0.2045	0.56825	4.5355	1.5525	104	80	139	32	197	193	0.180959	0.569672					0.0045	0.0021	0.0013	0	0.0115	0	0.0095	0.0006	-6.633	-152.5246	0	winter	late	-0.001602	0.03885	3.222222
544	TARA_N000002235	TARA_127	SRF	[0.8-5µm]	-6.6499	-152.424	TARA_127_SRF_0.8-5	TARA_127	ERS492985	ERR1756237|ERR1755943	SAMEA2622875	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002235	2011-08-31T18:00	-4387	27.067715	35.41223	23.00702	375.7214	0.09396	5	31.809084	188.4359	5.064634	3.054E-6	0.019421275	0.036846063	5.954986572			47.221984863281	0.00013183172268327	0.0014	0.0015		0.0024	0		0.1715	0.56525	4.821	1.932	127	104	149	15	635	227	0.180959	0.569672					0.0033	0.0011	0.0015	0	0.01	0	0.0267	0.0022	-6.6499	-152.4243	0	winter	late	-0.001602	0.03885	3.222222
545	TARA_N000002231	TARA_127	SRF	[>0.8µm]	-6.6499	-152.424	TARA_127_SRF_0.8->	TARA_127	ERS492983	ERR1879834|ERR1879781	SAMEA2622873	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002231	2011-08-31T18:00	-4387	27.067715	35.41223	23.00702	375.7214	0.09396	5	31.809084	188.4359	5.064634	3.054E-6	0.019421275	0.036846063	5.954986572			47.221984863281	0.00013183172268327	0.0014	0.0015		0.0024	0		0.1715	0.56525	4.821	1.932	127	104	149	15	635	227	0.180959	0.569672					0.0033	0.0011	0.0015	0	0.01	0	0.0267	0.0022	-6.6499	-152.4243	0	winter	late	-0.001602	0.03885	3.222222
546	TARA_N000002239	TARA_127	SRF	[5-20µm]	-6.605	-152.508	TARA_127_SRF_5-20	TARA_127	ERS493002	ERR1756158|ERR1755929	SAMEA2731974	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002239	2011-09-01T01:15	-5092	27.067715	35.41223	23.00702	397.5124	0.09396	5	32.88574	188.4359	5.064634	3.054E-6	0.019421275	0.036846063	5.954986572			47.221218109131	0.0001280006399611	0.0014	0.0015		0.0024	0		0.1715	0.56525	4.821	1.932	116	76	148	15	286	247	0.180959	0.569672					0.0033	0.0011	0.0015	0	0.01	0	0.0267	0.0022	-6.605	-152.5075	0	winter	late	-0.001602	0.03885	3.222222
547	TARA_N000002243	TARA_127	SRF	[20-180µm]	-6.6264	-152.448	TARA_127_SRF_20-180	TARA_127	ERS492998	ERR1756299|ERR1756343	SAMEA2731923	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002243	2011-08-31T23:31	-5092	27.067715	35.41223	23.00702	397.5124	0.09396	5	31.809084	188.4359	5.064634	3.054E-6	0.019421275	0.036846063	5.954986572			46.993198394775	0.00012892634549644	0.0014	0.0015		0.0024	0		0.1715	0.56525	4.821	1.932	116	76	148	15	286	247	0.180959	0.569672					0.0033	0.0011	0.0015	0	0.01	0	0.0267	0.0022	-6.6264	-152.4481	0	winter	late	-0.001602	0.03885	3.222222
548	TARA_N000002247	TARA_127	SRF	[180-2000µm]	-6.6226	-152.48	TARA_127_SRF_180-2000	TARA_127	ERS492994	ERR1756008|ERR1756142	SAMEA2731883	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002247	2011-08-31T20:27	-5092	27.067715	35.41223	23.00702	397.5124	0.09396	5	23.251445	188.4359	5.064634	3.054E-6	0.019421275	0.036846063	5.954986572			47.476638793945	0.00012870327191195	0.0014	0.0015		0.0024	0		0.1715	0.56525	4.821	1.932	116	76	148	15	286	247	0.180959	0.569672					0.0033	0.0011	0.0015	0	0.01	0	0.0267	0.0022	-6.6226	-152.4799	0	winter	late	-0.001602	0.03885	3.222222
549	TARA_N000002291	TARA_128	DCM	[0.8-5µm]	0.0222	-153.686	TARA_128_DCM_0.8-5	TARA_128	ERS493111	ERR1756154|ERR1756253|ERR1719380|ERR868458|ERR1719324	SAMEA2622936	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_N000002291	2011-09-05T18:40	-4767	26.139288	35.146525	23.1032	444.7725	0.21615	40		177.673063	3.000673	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	61.391651153565	0.00025536349858157	0.0036	0.0082		0.0203	0		0.2835	0.54925	5.264	2.7405	64	43	113	15	376	298	0.668404	0.732395	4723.258441	6.74178415	19859.1	0.732771488	0.0151	0.0062	0.0082	0	0.0463	0	0.0332	0.0022	0.0222	-153.6858	0	winter	late	0.069092	0.115437	0
550	TARA_N000002287	TARA_128	DCM	[>0.8µm]	0.0222	-153.686	TARA_128_DCM_0.8->	TARA_128	ERS493109	ERR1726858|ERR1719439|ERR1879787|ERR1719333	SAMEA2622934	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_N000002287	2011-09-05T18:40	-4767	26.139288	35.146525	23.1032	444.7725	0.21615	40		177.673063	3.000673	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	61.391651153565	0.00025536349858157	0.0036	0.0082		0.0203	0		0.2835	0.54925	5.264	2.7405	64	43	113	15	376	298	0.668404	0.732395	4723.258441	6.74178415	19859.1	0.732771488	0.0151	0.0062	0.0082	0	0.0463	0	0.0332	0.0022	0.0222	-153.6858	0	winter	late	0.069092	0.115437	0
551	TARA_N000002295	TARA_128	DCM	[5-20µm]	0.001	-153.639	TARA_128_DCM_5-20	TARA_128	ERS493092	ERR1726562|ERR1712003|ERR1712176|ERR1756155	SAMEA2732042	SEQ-(500mL-or-15min)_N5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_N000002295	2011-09-05T17:07	-4767	26.139288	35.146525	23.1032	444.7725	0.21615	40		177.673063	3.000673	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	63.161880493164	0.0002506540477043	0.0036	0.0082		0.0203	0		0.2835	0.54925	5.264	2.7405	64	43	113	15	376	298	0.668404	0.732395	4723.258441	6.74178415	19859.1	0.732771488	0.0151	0.0062	0.0082	0	0.0463	0	0.0332	0.0022	0.001	-153.6387	0	winter	late	0.069092	0.115437	0
552	TARA_N000002299	TARA_128	DCM	[20-180µm]	0.0396	-153.807	TARA_128_DCM_20-180	TARA_128	ERS493080	ERR1711902|ERR1712152|ERR1726727|ERR1756189	SAMEA2731945	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_N000002299	2011-09-05T03:00	-4767	26.139288	35.146525	23.1032	444.7725	0.21615	40		177.673063	3.000673	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	58.607650756836	0.00026275704294676	0.0036	0.0082		0.0203	0		0.2835	0.54925	5.264	2.7405	64	43	113	15	376	298	0.668404	0.732395	4723.258441	6.74178415	19859.1	0.732771488	0.0151	0.0062	0.0082	0	0.0463	0	0.0332	0.0022	0.0396	-153.8066	0	winter	late	0.069092	0.115437	0
553	TARA_N000000539	TARA_064	SRF	[180-2000µm]	-29.5018	37.9887	TARA_064_SRF_180-2000	TARA_064	ERS489952	ERR562554|ERR1726649|ERR1712042|ERR1712142|ERR599247	SAMEA2657108	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[EAFR] Eastern Africa Coastal Province (MRGID:21473)	TARA_N000000539	2010-07-07T05:17	-4938	22.2414	35.32467	24.39702	550.5186	0.0492	5	13.575859	210.2395	0	0.00080341	0.010198253	0.030657471	0.074760764	1.13587	550.3075	68.166221618652	0.00015317304496421	0.0012	0.0103	10.334428	0.0089	0	8.103935	0.004	0.084	0	1.7665	140	76	163	812	1514		0.31965	0.714446					0.0109	0.0017	0.0103	0.0034	0.0201	0.0013	0.0861	0	-29.5018	37.9887	0	winter	early	0.676958	0.119044	0
554	TARA_N000002303	TARA_128	DCM	[180-2000µm]	0.0348	-153.786	TARA_128_DCM_180-2000	TARA_128	ERS493076	ERR1726962|ERR1755959|ERR1712101|ERR1711867	SAMEA2731900	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_N000002303	2011-09-05T02:29	-4767	26.139288	35.146525	23.1032	444.7725	0.21615	40		177.673063	3.000673	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	58.607650756836	0.00026275704294676	0.0036	0.0082		0.0203	0		0.2835	0.54925	5.264	2.7405	64	43	113	15	376	298	0.668404	0.732395	4723.258441	6.74178415	19859.1	0.732771488	0.0151	0.0062	0.0082	0	0.0463	0	0.0332	0.0022	0.0348	-153.7857	0	winter	late	0.069092	0.115437	0
555	TARA_N000002289	TARA_128	SRF	[0.8-5µm]	0.0003	-153.676	TARA_128_SRF_0.8-5	TARA_128	ERS493057	ERR1719311|ERR1756221|ERR1719364|ERR868462|ERR1719405	SAMEA2622914	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_N000002289	2011-09-04T18:00	-4768	26.218438	35.129025	23.062688	449.3824	0.1431	5	29.350133	180.67375	2.964091	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	63.340383529663	0.00025094993179664	0.0015	0.0061		0.0127	0		0.2715	0.53975	5.0815	2.668	77	29	101	14	483	281	0.668404	0.732395	4616.80644	6.667961575	18139.8	0.732290598	0.0081	0.0038	0.0061	0	0.0257	0	0.0324	0.0029	0.0003	-153.6759	0	winter	late	0.069092	0.115437	0
556	TARA_N000002285	TARA_128	SRF	[>0.8µm]	0.0003	-153.676	TARA_128_SRF_0.8->	TARA_128	ERS493055	ERR1719327|ERR1719243|ERR1726851|ERR1879674	SAMEA2622912	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_N000002285	2011-09-04T18:00	-4768	26.218438	35.129025	23.062688	449.3824	0.1431	5	29.350133	180.67375	2.964091	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	63.340383529663	0.00025094993179664	0.0015	0.0061		0.0127	0		0.2715	0.53975	5.0815	2.668	77	29	101	14	483	281	0.668404	0.732395	4616.80644	6.667961575	18139.8	0.732290598	0.0081	0.0038	0.0061	0	0.0257	0	0.0324	0.0029	0.0003	-153.6759	0	winter	late	0.069092	0.115437	0
557	TARA_N000002293	TARA_128	SRF	[5-20µm]	0.0078	-153.626	TARA_128_SRF_5-20	TARA_128	ERS493086	ERR1756065|ERR1712157|ERR1755938|ERR1726594|ERR1712174	SAMEA2731992	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_N000002293	2011-09-05T16:38	-4767	26.218438	35.129025	23.062688	444.7725	0.1431	5		180.67375	2.964091	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	63.161880493164	0.0002506540477043	0.0015	0.0061		0.0127	0		0.2715	0.53975	5.0815	2.668	64	43	113	15	376	298	0.668404	0.732395	4616.80644	6.667961575	18139.8	0.732290598	0.0081	0.0038	0.0061	0	0.0257	0	0.0324	0.0029	0.0078	-153.6265	0	winter	late	0.069092	0.115437	0
